look_id,look_name,source_page,product_sequence,product_name,sku,category,subcategory,collection,finish_code,finish_name,colour_name,price,currency,dimension_text,product_description,product_role,look_total_price,is_alternative,alternative_group_id,source_document,extraction_confidence,review_required,review_reason
look_009,Aspire,31,9,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,10,Complementary™ 350mm bottle trap without drain in polished chrome,K-75823IN-CP,bottle_trap,,Complementary™,,polished chrome,,2900.0,INR,,Complementary™ 350mm bottle trap without drain in polished chrome,bottle_trap,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,11,Vive hidden grid drain,K-32485IN-NA,drain,,Vive,,,,600.0,INR,,Vive hidden grid drain,drain,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,12,Aqua Turbo 235 manual valve in polished chrome,K-882IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,5000.0,INR,,Aqua Turbo 235 manual valve in polished chrome,,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,13,Mastershower™ wall mount elbow shower arm in polished chrome,K-16346IN-CP,showering,,Mastershower™,,polished chrome,,4160.0,INR,,Mastershower™ wall mount elbow shower arm in polished chrome,,94690.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,1,Hone single-control basin faucet without drain in polished chrome,K-22534IN-4ND-CP,faucet,,Hone,,polished chrome,,9250.0,INR,,Hone single-control basin faucet without drain in polished chrome,basin_faucet,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,2,Ladena™ small undercounter basin in white,K-2214IN-0,basin,,Ladena™,,,white,9000.0,INR,,Ladena™ small undercounter basin in white,primary_basin,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,3,Summit™ mechanical faceplate in polished chrome,K-28475IN-M-CP,faceplate,,Summit™,,polished chrome,,1850.0,INR,,Summit™ mechanical faceplate in polished chrome,faceplate,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,4,Trace™ wall hung toilet with Quiet-Close™ slim seat cover in white,K-20217IN-S-0,toilet,,Trace™,,,white,23000.0,INR,,Trace™ wall hung toilet with Quiet-Close™ slim seat cover in white,toilet,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,5,"Complementary™ health faucet with side spray, metal hose in polished chrome",K-12927IN-CP,health_faucet,,Complementary™,,polished chrome,,3900.0,INR,,"Complementary™ health faucet with side spray, metal hose in polished chrome",health_faucet,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,6,Rain Duet™ round 203mm Katalyst™ rainhead in polished chrome,K-73198IN-CP,showerhead,,Rain Duet™,,polished chrome,,7000.0,INR,,Rain Duet™ round 203mm Katalyst™ rainhead in polished chrome,showerhead,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,7,Hone recessed bath and shower trim with diverter in polished chrome,K-22541IN-4FP-CP,shower_trim,,Hone,,polished chrome,,5250.0,INR,,Hone recessed bath and shower trim with diverter in polished chrome,shower_trim,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,8,Hone bath spout without diverter in polished chrome,K-22543IN-CP,bath_spout,,Hone,,polished chrome,,4300.0,INR,,Hone bath spout without diverter in polished chrome,bath_spout,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,9,Instaflush™ Pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™ Pneumatic,,,,6500.0,INR,,Instaflush™ Pneumatic tank 3/6L without frame,,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,11,Complementary™ grid drain with overflow hole in polished chrome,K-45432IN-CP,drain,,Complementary™,,polished chrome,,900.0,INR,,Complementary™ grid drain with overflow hole in polished chrome,drain,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,12,Aqua Turbo 235 manual valve in polished chrome,K-882IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,5000.0,INR,,Aqua Turbo 235 manual valve in polished chrome,,82710.0,false,,Projectlookbook.pdf,high,false,
look_010,Aspire,33,13,Mastershower™ wall mount elbow shower arm in polished chrome,K-16346IN-CP,showering,,Mastershower™,,polished chrome,,4160.0,INR,,Mastershower™ wall mount elbow shower arm in polished chrome,,82710.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,1,Fore Arc single control lav faucet without drain in polished chrome,K-27479IN-4ND-CP,faucet,,Fore Arc,,polished chrome,,6400.0,INR,,Fore Arc single control lav faucet without drain in polished chrome,basin_faucet,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,2,Forefront™ 413mm square vessel basin with single faucet hole in white,K-75374IN-1-0,basin,,Forefront™,,,white,12000.0,INR,,Forefront™ 413mm square vessel basin with single faucet hole in white,primary_basin,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,3,Summit™ mechanical faceplate in polished chrome,K-28475IN-M-CP,faceplate,,Summit™,,polished chrome,,1850.0,INR,,Summit™ mechanical faceplate in polished chrome,faceplate,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,4,Span square wall hung toilet with Quiet-Close™ seat in white,K-29174IN-S-0,toilet,,Span,,,white,12900.0,INR,,Span square wall hung toilet with Quiet-Close™ seat in white,toilet,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,5,"Complementary™ health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™,,polished chrome,,2100.0,INR,,"Complementary™ health faucet with white side spray, metal hose in polished chrome",health_faucet,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,6,Awaken™ Organic multi-mode showerhead with shower arm in polished chrome,K-72425IN-CP,showerhead,,Awaken™ Organic,,polished chrome,,6000.0,INR,,Awaken™ Organic multi-mode showerhead with shower arm in polished chrome,showerhead,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,7,Fore Arc Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,K-27497IN-4FP-CP,shower_trim,,Fore Arc Aqua Turbo,,polished chrome,,3620.0,INR,,Fore Arc Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,shower_trim,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,8,Fore Arc bath spout without diverter in polished chrome,K-27492IN-CP,bath_spout,,Fore Arc,,polished chrome,,2500.0,INR,,Fore Arc bath spout without diverter in polished chrome,bath_spout,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,9,Instaflush™ mechanical tank 3/6L without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6L without frame,,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,10,Complementary™ 350mm bottle trap without drain in polished chrome,K-75823IN-CP,bottle_trap,,Complementary™,,polished chrome,,2900.0,INR,,Complementary™ 350mm bottle trap without drain in polished chrome,bottle_trap,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,11,Complementary™ grid drain with overflow hole in polished chrome,K-45432IN-CP,drain,,Complementary™,,polished chrome,,900.0,INR,,Complementary™ grid drain with overflow hole in polished chrome,drain,61870.0,false,,Projectlookbook.pdf,high,false,
look_011,Desire,37,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,61870.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,1,Accliv single-control tall basin faucet without drain in polished chrome,K-33063IN-4ND-CP,faucet,,Accliv,,polished chrome,,8630.0,INR,,Accliv single-control tall basin faucet without drain in polished chrome,basin_faucet,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,2,Conical Bell™ 413mm vessel basin without faucet hole in white,K-2200IN-0,basin,,Conical Bell™,,,white,8000.0,INR,,Conical Bell™ 413mm vessel basin without faucet hole in white,primary_basin,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,3,Rivera™ mechanical faceplate in polished chrome,K-28476IN-M-CP,faceplate,,Rivera™,,polished chrome,,1700.0,INR,,Rivera™ mechanical faceplate in polished chrome,faceplate,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,4,Reach Eco wall hung toilet with Quiet-Close™ seat cover in white,K-30438IN-0,toilet,,Reach Eco,,,white,17000.0,INR,,Reach Eco wall hung toilet with Quiet-Close™ seat cover in white,toilet,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,5,"Complementary™ health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™,,polished chrome,,2100.0,INR,,"Complementary™ health faucet with white side spray, metal hose in polished chrome",health_faucet,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,6,RainDuet™ multifunction showerhead without shower arm in polished chrome,K-75924IN-CP,showerhead,,RainDuet™,,polished chrome,,3800.0,INR,,RainDuet™ multifunction showerhead without shower arm in polished chrome,showerhead,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,7,Accliv single control recessed bath and shower AT230 trim in polished chrome,K-33118IN-4FP-CP,shower_trim,,Accliv,,polished chrome,,3800.0,INR,,Accliv single control recessed bath and shower AT230 trim in polished chrome,shower_trim,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,8,Accliv bath spout without diverter in polished chrome,K-33074IN-CP,bath_spout,,Accliv,,polished chrome,,2800.0,INR,,Accliv bath spout without diverter in polished chrome,bath_spout,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,9,Instaflush™ Mechanical tank 3/6L without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™ Mechanical,,,,6500.0,INR,,Instaflush™ Mechanical tank 3/6L without frame,,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,11,Complementary™ grid drain without overflow hole in polished chrome,K-45433IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain without overflow hole in polished chrome,drain,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,62830.0,false,,Projectlookbook.pdf,high,false,
look_012,Desire,39,13,Complementary™ shower arm with escutcheon in polished chrome,K-99054IN-CP,showering,,Complementary™,,polished chrome,,1000.0,INR,,Complementary™ shower arm with escutcheon in polished chrome,,62830.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,1,July™ single-control basin faucet without drain in polished chrome,K-29928IN-4ND-CP,faucet,,July™,,polished chrome,,6900.0,INR,,July™ single-control basin faucet without drain in polished chrome,basin_faucet,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,2,Caxton™ small undercounter lavatory in white,K-2210IN-0,basin,,Caxton™,,,white,3500.0,INR,,Caxton™ small undercounter lavatory in white,,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,3,Lynk™ pneumatic faceplate in polished chrome,K-75890IN-P-CP,faceplate,,Lynk™,,polished chrome,,2800.0,INR,,Lynk™ pneumatic faceplate in polished chrome,faceplate,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,4,Span square wall hung toilet with PureClean™ bidet cleansing seat in white,K-28778IN-0,toilet,,Span,,,white,18690.0,INR,,Span square wall hung toilet with PureClean™ bidet cleansing seat in white,toilet,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,5,"Complementary™ Health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™ Health,,polished chrome,,2100.0,INR,,"Complementary™ Health faucet with white side spray, metal hose in polished chrome",health_faucet,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,6,Statement™ oblong multifunction showerhead with Katalyst™ technology in polished chrome,K-26290IN-CP,showerhead,,Statement™,,polished chrome,,7000.0,INR,,Statement™ oblong multifunction showerhead with Katalyst™ technology in polished chrome,showerhead,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,7,July™ AT230 recessed bath & shower trim in polished chrome,K-21622IN-4FP-CP,shower_trim,,July™ AT230,,polished chrome,,3800.0,INR,,July™ AT230 recessed bath & shower trim in polished chrome,shower_trim,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,8,July™ bath spout without diverter in polished chrome,K-99060IN-CP,bath_spout,,July™,,polished chrome,,2800.0,INR,,July™ bath spout without diverter in polished chrome,bath_spout,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,9,Instaflush™ mechanical tank 3/6L without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6L without frame,,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,11,Complementary™ grid drain with overflow hole in polished chrome,K-45432IN-CP,drain,,Complementary™,,polished chrome,,900.0,INR,,Complementary™ grid drain with overflow hole in polished chrome,drain,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,62790.0,false,,Projectlookbook.pdf,high,false,
look_013,Desire,41,13,Complementary™ shower arm with escutcheon in polished chrome,K-99054IN-CP,showering,,Complementary™,,polished chrome,,1000.0,INR,,Complementary™ shower arm with escutcheon in polished chrome,,62790.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,1,Fore Line single control lav faucet without drain in polished chrome,K-27478IN-4ND-CP,faucet,,Fore Line,,polished chrome,,5900.0,INR,,Fore Line single control lav faucet without drain in polished chrome,basin_faucet,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,2,Span round 472mm round vessel with single faucet hole in white,K-25318IN-0,faucet,,Span,,white,,5700.0,INR,,Span round 472mm round vessel with single faucet hole in white,,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,3,Rivera mechanical faceplate in polished chrome,K-28476IN-M-CP,faceplate,,Rivera,,polished chrome,,1700.0,INR,,Rivera mechanical faceplate in polished chrome,faceplate,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,4,Span round wall hung toilet with Quiet-Close™ seat and cover in white,K-29171IN-S-0,toilet,,Span,,,white,11500.0,INR,,Span round wall hung toilet with Quiet-Close™ seat and cover in white,toilet,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,5,"Complementary™ health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™,,polished chrome,,2100.0,INR,,"Complementary™ health faucet with white side spray, metal hose in polished chrome",health_faucet,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,6,Rain Duet™ single function organic showerhead with shower arm in polished chrome,K-23657IN-CP,showerhead,,Rain Duet™,,polished chrome,,2900.0,INR,,Rain Duet™ single function organic showerhead with shower arm in polished chrome,showerhead,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,7,ForeLine Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,K-27496IN-4FP-CP,shower_trim,,ForeLine Aqua Turbo,,polished chrome,,3300.0,INR,,ForeLine Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,shower_trim,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,8,Fore Arc™ bath spout without diverter in polished chrome,K-27492IN-CP,bath_spout,,Fore Arc™,,polished chrome,,2500.0,INR,,Fore Arc™ bath spout without diverter in polished chrome,bath_spout,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,9,Instaflush™ mechanical tank 3/6L without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6L without frame,,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,11,Complementary™ grid drain long thread in polished chrome,K-20746IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain long thread in polished chrome,drain,49600.0,false,,Projectlookbook.pdf,high,false,
look_014,Desire,43,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,49600.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,1,Fore Tri single control lav faucet without drain in polished chrome,K-27477IN-4ND-CP,faucet,,Fore Tri,,polished chrome,,5700.0,INR,,Fore Tri single control lav faucet without drain in polished chrome,basin_faucet,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,2,Caxton™ 489mm x 413mm under counter basin in white,K-2210IN-0,basin,,Caxton™,,,white,3500.0,INR,489mm x 413mm,Caxton™ 489mm x 413mm under counter basin in white,,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,3,Riviera™ mechanical faceplate in polished chrome,K-28476IN-M-CP,faceplate,,Riviera™,,polished chrome,,1700.0,INR,,Riviera™ mechanical faceplate in polished chrome,faceplate,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,4,Span round wall hung toilet with Quiet-Close™ seat and cover in white,K-29171IN-S-0,toilet,,Span,,,white,11500.0,INR,,Span round wall hung toilet with Quiet-Close™ seat and cover in white,toilet,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,5,"Complementary™ health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™,,polished chrome,,2100.0,INR,,"Complementary™ health faucet with white side spray, metal hose in polished chrome",health_faucet,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,6,Daisyfield® showerhead in polished chrome,K-24547IN-CP,showerhead,,Daisyfield®,,polished chrome,,1990.0,INR,,Daisyfield® showerhead in polished chrome,showerhead,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,7,Fore Tri Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,K-27495IN-4FP-CP,shower_trim,,Fore Tri Aqua Turbo,,polished chrome,,3190.0,INR,,Fore Tri Aqua Turbo 230 RBS (recessed bath and shower) trim assy in polished chrome,shower_trim,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,8,Fore Tri bath spout without diverter in polished chrome,K-27490IN-CP,bath_spout,,Fore Tri,,polished chrome,,2500.0,INR,,Fore Tri bath spout without diverter in polished chrome,bath_spout,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,9,Instaflush™ mechanical tank 3/6l without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6l without frame,,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,10,Complementary™ 210mm bottle trap in polished chrome,K-16407IN-CP,bottle_trap,,Complementary™,,polished chrome,,2100.0,INR,,Complementary™ 210mm bottle trap in polished chrome,bottle_trap,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,11,Complementary™ grid drain with overflow hole in polished chrome,K-45432IN-CP,drain,,Complementary™,,polished chrome,,900.0,INR,,Complementary™ grid drain with overflow hole in polished chrome,drain,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,46880.0,false,,Projectlookbook.pdf,high,false,
look_015,Desire,45,13,Complementary™ shower arm with escutcheon in polished chrome,K-99054IN-CP,showering,,Complementary™,,polished chrome,,1000.0,INR,,Complementary™ shower arm with escutcheon in polished chrome,,46880.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,1,Beam single control lav faucet without drain in polished chrome,K-26040IN-4ND-CP,faucet,,Beam,,polished chrome,,5450.0,INR,,Beam single control lav faucet without drain in polished chrome,basin_faucet,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,2,Brive Plus™ 540mm wall mount basin with single faucet hole in white,K-8703IN-1WH-0,faucet,,Brive Plus™,,white,,4400.0,INR,,Brive Plus™ 540mm wall mount basin with single faucet hole in white,,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,3,Riviera™ mechanical faceplate in polished chrome,K-28476IN-M-CP,faceplate,,Riviera™,,polished chrome,,1700.0,INR,,Riviera™ mechanical faceplate in polished chrome,faceplate,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,4,Patio™ wall hung toilet with Quiet-Close™ seat in white,K-18131IN-S-0,toilet,,Patio™,,,white,10500.0,INR,,Patio™ wall hung toilet with Quiet-Close™ seat in white,toilet,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,5,"Complementary™ health faucet with white side spray, metal hose in polished chrome",K-12925IN-CP,health_faucet,,Complementary™,,polished chrome,,2100.0,INR,,"Complementary™ health faucet with white side spray, metal hose in polished chrome",health_faucet,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,6,Complementary™ single function showerhead in polished chrome (with shower arm and flange),K-16356IN-A-CP,showerhead,,Complementary™,,,,2500.0,INR,,Complementary™ single function showerhead in polished chrome (with shower arm and flange),showerhead,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,7,Beam AT230 recessed bath & shower trim in polished chrome,K-26045IN-4FP-CP,shower_trim,,Beam AT230,,polished chrome,,2600.0,INR,,Beam AT230 recessed bath & shower trim in polished chrome,shower_trim,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,8,Beam bath spout without diverter in polished chrome,K-26046IN-CP,bath_spout,,Beam,,polished chrome,,2380.0,INR,,Beam bath spout without diverter in polished chrome,bath_spout,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,9,Instaflush™ mechanical tank 3/6l without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6l without frame,,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,10,Complementary™ 210mm bottle trap in polished chrome,K-16407IN-CP,bottle_trap,,Complementary™,,polished chrome,,2100.0,INR,,Complementary™ 210mm bottle trap in polished chrome,bottle_trap,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,11,Complementary™ grid drain with overflow hole in polished chrome,K-45432IN-CP,drain,,Complementary™,,polished chrome,,900.0,INR,,Complementary™ grid drain with overflow hole in polished chrome,drain,45330.0,false,,Projectlookbook.pdf,high,false,
look_016,Desire,47,12,Aqua Turbo 230 manual valve in polished chrome,K-75201IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,4200.0,INR,,Aqua Turbo 230 manual valve in polished chrome,,45330.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,1,Kumin Cold-only faucet with sensor deck-control in polished chrome,K-18656IN-NDR-CP,faucet,,Kumin Cold-only,,polished chrome,,20990.0,INR,,Kumin Cold-only faucet with sensor deck-control in polished chrome,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,2,Accliv single-control wall mount basin faucet trim in polished chrome,K-26791IN-4ND-CP,faucet,,Accliv,,polished chrome,,4400.0,INR,,Accliv single-control wall mount basin faucet trim in polished chrome,basin_faucet,147470.0,true,alt_group_017,Projectlookbook.pdf,high,false,
look_017,Sublime,49,3,Caxton 489mm x 413mm undercounter basin in white,K-2210IN-0,basin,,Caxton,,,white,3500.0,INR,489mm x 413mm,Caxton 489mm x 413mm undercounter basin in white,primary_basin,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,4,Riveira mechanical faceplate in polished chrome,K-28476IN-M-CP,faceplate,,Riveira,,polished chrome,,1700.0,INR,,Riveira mechanical faceplate in polished chrome,faceplate,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,5,Purewash™ manual bidet,K-22860IN-2-0,bidet_seat,,Purewash™,,,,4000.0,INR,,Purewash™ manual bidet,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,6,"Complementary™ health faucet with side spray, metal hose in polished chrome",K-12927IN-CP,health_faucet,,Complementary™,,polished chrome,,3900.0,INR,,"Complementary™ health faucet with side spray, metal hose in polished chrome",health_faucet,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,7,Reach Eco wall hung toilet with Quiet-Close™ seat cover in white,K-30438IN-0,toilet,,Reach Eco,,,white,17000.0,INR,,Reach Eco wall hung toilet with Quiet-Close™ seat cover in white,toilet,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,8,Cruz™ Soap dispenser and holder with frosted glass bottle in polished chrome,K-10712D-CP,soap_dispenser,,Cruz™ Soap,,polished chrome,,4630.0,INR,,Cruz™ Soap dispenser and holder with frosted glass bottle in polished chrome,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,9,Bardon™ touchless hand dryer in white,K-5486T-2-0P,hand_dryer,,Bardon™,,,white,33200.0,INR,,Bardon™ touchless hand dryer in white,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,10,Cruz bath grip in polished chrome,K-10701D-CP,accessory,,Cruz,,polished chrome,,7760.0,INR,,Cruz bath grip in polished chrome,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,11,Complementary™ tissue holder in polished chrome,K-5632IN-CP,accessory,,Complementary™,,polished chrome,,1650.0,INR,,Complementary™ tissue holder in polished chrome,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,12,Patio™ urinal sensor in polished chrome,K-24199IN-C01-CP,urinal,,Patio™,,,polished chrome,25000.0,INR,,Patio™ urinal sensor in polished chrome,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,13,Span square urinal with rear inlet in white 326mm x 363mm x 616mm,K-26474IN-ER-0,urinal,,Span,,,,16500.0,INR,326mm x 363mm x 616mm,Span square urinal with rear inlet in white 326mm x 363mm x 616mm,,147470.0,false,,Projectlookbook.pdf,high,false,
look_017,Sublime,49,14,Instafit+ In-wall tank with frame,K-77029IN-M-NA,in_wall_tank,,Instafit+ In-wall,,,,7640.0,INR,,Instafit+ In-wall tank with frame,tank,147470.0,false,,Projectlookbook.pdf,high,false,
